pro_numero,pro_razon,pro_ncorto,pro_rfc,pro_director,pro_director_tel,pro_director_email,pro_creycobranza,pro_cobranza_tel,pro_cobranza_email,pro_calle,pro_num_int,pro_num_ext,pro_colonia,pro_pais,pro_estado,pro_delompio,pro_cp,pro_telefonos,pro_fax,pro_fecha_alta,pro_observaciones,pro_codigo,pro_descto1,pro_descto2,pro_descto3,pro_atencion,pro_diascredito,pro_status,pro_cuenta,pro_saldoinipzs,pro_saldoiniimp,pro_fechasaldoini,pro_saldofinalpzs,pro_saldofinalimp,pro_fechasaldofin,pro_saldoini,pro_abonofact,pro_abonoremi,pro_cargofact,pro_cargoremi,pro_sigla,pro_sifact_norecep,pro_pago_al_vencimiento,pro_dias_resurtido,pro_tipo
1448,PERFECTO MARQUEZ LOPEZ                                   ,MICROMAR                      ,MALP700418K83  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,AV. DEL BOSQUE                          ,          ,212,SAN BERNARDO                            ,1,12,PURÍSIMA DEL RINCÓN                     ,36401,476-745-14-74                                     ,               ,9/21/15,                                                                                                                        ,,,,,,15,TRUE,,,,,,,,,,,,,P,,,,1
1449,DISTRIBUIDORA ALYC S.A. DE C.V.                             ,FLEXI                         ,DAL150211CTA   ,ALVARO RUIZ MENDIOLA                              ,01477390-2209                                     ,                                                  ,FRANCISCO LIRA                                    ,01477390-2209 Y 01477- 7135317                    ,FLIRA@ALYC-FLEXI.COM                              ,REPUBLICA DE CUBA                       ,          ,204,BELLAVISTA                              ,1,12,LEON                                    ,6070,                                                  ,               ,9/24/15,                                                                                                                        ,,,,,,30,TRUE,,,,,,,,,,,,,P,TRUE,TRUE,30,1
1450,NAVIOMAR SA DE CV                                        ,NAVIOMAR                      ,NAVI           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/29/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1451,FEDEX DE MEXICO S DE RL DE CV                            ,FEDEX                         ,FDM9911259E3   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,AV VASCO DE QUIROGA                     ,1 PISO    ,2999,             PEÑA BLANCA SANTA FE       ,1,9,                                        ,1210,                                                  ,               ,9/29/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1452,CAJAS MICRO SA DE CV                                     ,CAJAS                         ,CAJAS          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/29/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1453,DIGICUENTA SA DE CV                                      ,DIGICUENTA                    ,DIGU           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/30/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1454,MINGER SAID SUAREZ BAUTISTA                              ,MINGER                        ,MIN            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,10/6/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1455,SERVICIOS TRAPOIST SA DE CV                                 ,TRAPOIST                      ,STR081218T95   ,                                                  ,                                                  ,                                                  ,JUAN PABLO GOMEZ MORIN                            ,53586000 0445533997474                            ,JUAN.PABLO@TRAPOIST.COM                           ,PARIS 1900                              ,101,12,OLIMPICA                                ,1,9,COYOACAN                                ,4710,53586000,               ,10/7/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1456,ACI LOGISTICS SA DE CV                                   ,ACI LOGISTICS                 ,ACI            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,10/13/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1457,IGNACIO LOZANOVERDUZCO                                   ,                              ,IGN            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,10/14/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1458,IPB UNO SA DE CV                                         ,IPB                           ,IUN1102118H0   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,10/14/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1460,ROYAL & SUNALLIANCE SEGUROS MEXICO SA DE CV              ,ROYAL                         ,R&S811221KR6   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,10/28/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1461,ULISES GONZALEZ ALVAREZ                                  ,ULISES                        ,GOAU700410HB7  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,11/2/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1462,SERVICIOS INMOBILIARIOS ADMINISTRATIVOS AMERICAS S DE RL ,DE CV                         ,SERV           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,11/4/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1463,BANCO INVEX SA                                              ,                              ,INV            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,11/5/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
1464,GENERAL DE SEGUROS                                       ,                              ,GEN            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,11/6/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1465,LIFESTYLE AND HERITAGE BRANDS OF MEXICO S. DE R.L. DE C.V   ,LIFESTYLE                     ,LHB1508052E7   ,EVA GOÑI ZAVALA                                   ,5281-7401 EXT 2879                                ,eva_goni@piagui.com                               ,BRENDA AVILÉS (O) DIANA SANCHEZ                   ,30020020 EXT. 1161                                ,"BRENDA_AVILES@PIAGUI.COM,DIANA_SANCHEZ@PIAGUI.COM ",ONTARIO                                 ,PISO 3    ,1090,PROVIDENCIA 1A 2A Y 3A SECCION          ,1,14,GUADALAJARA                             ,44630,                                                  ,               ,11/14/15,"DESC 48%, 60 DIAS                                                                                                       ",,,,,,60,TRUE,,,,,,,,,,,,,P,FALSE,FALSE,10,1
1466,COMPAÑIA PANAMERICANA DE AVIACION SA                     ,CIA.PANAMERICANA              ,COMP           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,12/7/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1467,SERVICIOS FERCO PLUS SA DE CV                            ,FERCO                         ,SFP131206SZ7   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,1/30/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1468,EPISODIO ALTERNO S.A. DE C.V.                               ,EPISIDIO                      ,EAL030604NB8   ,MARIA RITA AGUAYO                                 ,18000069666,maguayo@capadeozono.com                           ,GUADALUPE VILLASEÑOR                              ,(477) 267 11 00  EXT. 1110                        ,GVILLASENOR@CAPADEOZONO.COM                       ,ZETTA                                   ,          ,202,INDUSTRIAL DELTA                        ,1,12,LEON                                    ,37545,                                                  ,               ,12/16/15,DESC. 1% POR ENTREGAR EN  LEON                                                                                          ,,,,,,90,TRUE,,,,,,,,,,,,,P,FALSE,FALSE,10,1
1469,COMERCIALIZADORA ZAZILHA SA DE CV                        ,ZAZILHA                       ,COMERZAZI      ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,12/29/15,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1470,BAYERN MOTORS SA DE CV                                   ,BAYERNBMW                     ,BAYMSA         ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,1/7/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1471,JESUS GARAY VALENCIANO                                   ,JESUS                         ,JESU           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,1/11/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1472,NATURA PISOS Y HOME SA DE CV                             ,NATURA PISOS                  ,NATP           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,1/25/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1474,LF SPORTSWEAR INC                                        ,LF                            ,LFSP           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,1/28/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1475,SERVICIOS PROFESIONALES CASA DEL SOL  S DE RL DE CV      ,CASA SOL                      ,SPC141127RZ2   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,2/10/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1477,DISTRIBUIDORA LOMAS ANAHUAC SA DE CV                     ,                              ,DLA            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,2/16/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1479,TAMPA CARGO SA                                           ,TAMPACARGO                    ,      TAMP     ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,2/24/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1480,DIANA CAMPOS MARTINEZ                                    ,                              ,DIAN           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,2/29/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1481,CONSORCIO ADUANERO DEL BAJIO SC                          ,CONSORCIO                     ,CON            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,3/10/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1482,OMAR CORONA BRITO                                           ,OMAR                          ,OMA            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,3/10/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1483,MULTIENLACES DE TRANSPORTES INTLS                        ,MULTI                         ,MULTI          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,3/11/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1484,SEGUROS ATLAS S.A.                                       ,SEGUROS                       ,SEG            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,3/22/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1485,EXPO AZULEJO SA DE CV                                    ,AZULEJO                       ,EXP            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,3/30/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1486,SEA LAND CARGO SA DE CV                                  ,SEALAND                       ,SEALAND        ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,3/30/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1487,EDGAR MENDOZA BALANZARIO                                 ,DROEDGAR                      ,DROED          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,3/30/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1488,NESTOR MARQUEZ LOPEZ                                     ,NESTOR                        ,MALN740226BV6  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,AV. DE LOS BOSQUES                      ,          ,212 SUR   ,SAN BERNARDO                            ,1,12,PURISIMA DEL RINCON                     ,36401,                                                  ,               ,4/6/16,                                                                                                                        ,,,,,,30,TRUE,,,,,,,,,,,,,P,TRUE,TRUE,10,1
1489,TAMARA KARTA                                             ,TAMAKAR                       ,TAMA           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,16,                                        ,        ,                                                  ,               ,4/8/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,P,TRUE,FALSE,30,1
1490,VILAM SA DE CV                                           ,VILAM                         ,VILA           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,4/12/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1491,ISIDRO ALEJANDRO VALLEJO RIVERO                          ,MUEBFLEXI                     ,VARI670811GP7  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,BEATRIZ                                 ,          ,202,CASA BLANCA                             ,1,12,LEON                                    ,37170,                                                  ,               ,4/12/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1492,VF OUTDOOR MEXICO S DE R DE CV                              ,TIMBERLAND                    ,VLM970313NW5   ,                                                  ,                                                  ,                                                  ,FRANCISCO LABRADA                                 ,5552628400,FRANCISCO_J_LABRADA@VFC.COM                       ,MARIANO ESCOBEDO                        ,PISO 9    ,476,ANZURES                                 ,1,9,MIGUEL HIDALGO                          ,11590,                                                  ,               ,4/12/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,P,,,,1
1493,PERFECTO MARQUEZ LOPEZ                                      ,PERFECTO                      ,MALP700418K83  ,                                                  ,                                                  ,                                                  ,LOLIS SALDAÑA HERNANDEZ                           ,01476-7451474                                     ,MICROMAR_@HOTMAIL.COM                             ,AV. DEL BOSQUE                          ,          ,212,SAN BERNARDO                            ,1,12,PURISIMA DEL RINCON                     ,36401,                                                  ,               ,4/12/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1494,ALEJANDRO VELAZQUEZ T. (MAQUILA)                         ,ALEX                          ,ALEX           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,16,                                        ,        ,                                                  ,               ,4/12/16,                                                                                                                        ,,,,,,30,TRUE,,,,,,,,,,,,,P,FALSE,FALSE,30,1
1495,IMPRESIONES DE CALIDAD ASSEO RONAY SA DE CV              ,ASSEO RONAY                   ,ICA081024AN9   ,                                                  ,                                                  ,                                                  ,MARIA DEL CARMEN PEDROZA                          ,52811612,MCPEDROZA@IMPRESIONESDECALIDAD.COM.MX             ,TEMISTOCLES                             ,          ,34,                                        ,1,9,MIGUEL HIDALGO                          ,11560,                                                  ,               ,4/12/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1496,CADENA RU2 SA DE CV                                      ,CADENA                        ,CRU07013183A   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,VIZCAINAS                               ,LOCAL I-J ,10,CENTRO                                  ,1,9,                                        ,6070,                                                  ,               ,4/14/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,P,,,,1
1497,CORTINAS MEXICO SA DE CV                                 ,CORTINAS                      ,CORTINAS       ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,4/19/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1498,SPECIAL SUELAS SA DE CV                                  ,SPECIALSUELAS                 ,SSU000927869   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,INDUSTRIALES                            ,          ,435,FRACC. JULIAN DE OBREGON                ,1,12,LEON                                    ,37290,                                                  ,               ,4/19/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1499,PROTECH 360 MEXICO SA DE CV                              ,PROTECH                       ,PROT           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,12,                                        ,        ,                                                  ,               ,4/19/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1500,EMPRESA FINFLEX SAPI SA                                  ,FINFLEX                       ,FIN131210FS5   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,16,                                        ,        ,                                                  ,               ,4/19/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
1501,DISTRIBUIDORA LA ESTRELLA DE MIXCALCO S.A DE C.V         ,                              ,DEM881003B51   ,karina hernandez                                  ,                                                  ,karydotor1@gmail.com                              ,                                                  ,                                                  ,                                                  ,NEGRA MODELO                            ,38,          ,FRACC.INDUSTRIAL ALCE BLANCO            ,1,16,NAUCALPAN                               ,6070,                                                  ,               ,4/20/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,P,FALSE,FALSE,30,1
1502,NETWORK MANAGMENT AND SERVICES SA DE CV                  ,NETWORK                       ,NETWORK        ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,4/27/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,
1503,PEDRO ALVARADO VILLAFUERTE                               ,PEDRO                         ,AAVP350923FM6  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,4/27/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,
1504,F.C. PUBLIART BUSINESS MEXICO SA DE CV                   ,FC PUBLIART                   ,FPB111115GD2   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,4/27/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,
1505,VOLKSWAGEN LEASING SA DE CV                              ,VOLKSWAGEN                    ,VOLKS          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,4/29/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,
1506,PAPELERA PRINCIPADO SA DE CV                             ,PAPELERIA                     ,PAPE           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,5/9/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,
1507,DISEÑO ARQUITECTURA INGENIERIA Y SERVICIOS SA DE CV      ,DISEÑO                        ,DISEÑ          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,5/25/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,
1508,LINAY SA DE CV                                           ,LINAY                         ,LIN130221V47   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,6/7/16,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,
